date,comment,sentiment,score,topic,post_id,post_text
2025-11-18,Well done!,positif,0.8851912021636963,Service Client,18,🎙️ 𝐀𝐮𝐝𝐢𝐞𝐧𝐜𝐞 𝐩𝐫𝐞́𝐬𝐢𝐝𝐞
2025-11-18,Félicitations ! 🎉,positif,0.9302880167961121,Service Client,18,🎙️ 𝐀𝐮𝐝𝐢𝐞𝐧𝐜𝐞 𝐩𝐫𝐞́𝐬𝐢𝐝𝐞
2025-11-18,Felicitations team Yas,positif,0.9213042855262756,Service Client,18,🎙️ 𝐀𝐮𝐝𝐢𝐞𝐧𝐜𝐞 𝐩𝐫𝐞́𝐬𝐢𝐝𝐞
2025-11-18,Félicitations ! 🎉,positif,0.9302880167961121,Service Client,19,Ce dimanche 27 avril
2025-11-18,J’adore,positif,0.903002142906189,Couverture,20,"Ce samedi, nous marc"
2025-11-18,Bravo Polaris Asso et partenaires pour cette initiative à fort impact,positif,0.9495481252670288,Couverture,21,Nous sommes heureux 
2025-11-18,Vraiment fière du chemin que parcourt Polaris Asso ! Keep up the good work Ousseynou Gueye - AET,positif,0.9366298913955688,Couverture,21,Nous sommes heureux 
2025-11-18,Merci grande soeur Rama 🔥,positif,0.9271198511123657,Couverture,21,Nous sommes heureux 
2025-11-18,Nadia M'Doir,négatif,-0.9190789461135864,Couverture,21,Nous sommes heureux 
2025-11-18,Travail remarquable,positif,0.8903148770332336,Service Client,22,Retour en images sur
2025-11-18,"Bravo ! Félicitations à la team Natascha Adédiran, Barthelemy Guhet. KONAN Barakat ABOUDOU-SALAMI Nafy DIAGNE Fatima Charlotte Diagne Félicité M. I. GOMIS ✨ et à tous les autres acteurs de la réussite de ce beau projet 💪🏾",positif,0.9324774146080017,Service Client,23,𝐑𝐞𝐭𝐨𝐮𝐫 𝐬𝐮𝐫 𝐝𝐞𝐮𝐱 𝐣𝐨𝐮𝐫
2025-11-18,"Merci Aisha Mbaye et à tous pour la « téranga 🇸🇳 » et pour ces moments. Ensemble, on impacte toujours plus 👌🏽",positif,0.9457930326461792,Service Client,23,𝐑𝐞𝐭𝐨𝐮𝐫 𝐬𝐮𝐫 𝐝𝐞𝐮𝐱 𝐣𝐨𝐮𝐫
2025-11-18,Félicitations 🎉,positif,0.9249431490898132,Service Client,23,𝐑𝐞𝐭𝐨𝐮𝐫 𝐬𝐮𝐫 𝐝𝐞𝐮𝐱 𝐣𝐨𝐮𝐫
2025-11-18,"Excellent, very nice job",positif,0.901439368724823,Autre,24,La mixx Mastercard e
2025-11-18,Excellent travail,positif,0.8476995229721069,Autre,24,La mixx Mastercard e
2025-11-18,Dear Kamal Okba & B2B Team 💛💙 well done,positif,0.7954010367393494,Service Client,25,Le mercredi 26 mars 
2025-11-18,Félicitations 🎉,positif,0.9249431490898132,Service Client,25,Le mercredi 26 mars 
2025-11-18,Excellents progrès,positif,0.7997482419013977,Service Client,25,Le mercredi 26 mars 
2025-11-18,Félicitations !,positif,0.9156500697135925,Service Client,25,Le mercredi 26 mars 
2025-11-18,Félicitations 🎉,positif,0.9249431490898132,Service Client,25,Le mercredi 26 mars 
2025-11-18,Félicitations 🎉,positif,0.9249431490898132,Autre,26,Un Ndogou solidaire 
2025-11-18,Top,positif,0.49957728385925293,Autre,26,Un Ndogou solidaire 
2025-11-18,Je suis intéressé(e),neutre,0.0,Réseau,27,Yas agrandit son rés
2025-11-18,Impact social vertueux! Du concret. Bravo Yas Senegal 🫶🏾,positif,0.9126415848731995,Couverture,29,Revivez en images l’
2025-11-18,"Merci Yas Senegal 
Bravo Alama CISSE",positif,0.8383358120918274,Couverture,29,Revivez en images l’
2025-11-18,Félicitations !,positif,0.9156500697135925,Couverture,29,Revivez en images l’
